Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
County,San Benito County,2014,April,04/01/2014,90930000,Local Government,N,2600
County,San Benito County,2014,April,04/01/2014,7000000,Service Providing,N,10700
County,San Benito County,2014,April,04/01/2014,11000000,Total Farm,N,2000
County,San Benito County,2014,April,04/01/2014,20000000,Construction,N,900
County,San Benito County,2014,April,04/01/2014,60000000,Professional and Business Services,N,1100
County,San Benito County,2014,April,04/01/2014,1000000,Total Wage and Salary,N,15900
County,San Benito County,2014,April,04/01/2014,40000000,"Trade, Transportation and Utilities",N,3300
County,San Benito County,2014,April,04/01/2014,31000000,Durable Goods,N,1000
County,San Benito County,2014,April,04/01/2014,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2014,April,04/01/2014,60540000,"Professional, Scientific and Technical S",N,400
County,San Benito County,2014,April,04/01/2014,90000000,Government,N,2900
County,San Benito County,2014,April,04/01/2014,65610000,Educational Services,N,100
County,San Benito County,2014,April,04/01/2014,10000000,Mining and Logging,N,0
County,San Benito County,2014,April,04/01/2014,55520000,Finance and Insurance,N,200
County,San Benito County,2014,April,04/01/2014,30000000,Manufacturing,N,2300
County,San Benito County,2014,April,04/01/2014,0,Total Nonfarm,N,13900
County,San Benito County,2014,April,04/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2014,April,04/01/2014,41000000,Wholesale Trade,N,300
County,San Benito County,2014,April,04/01/2014,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2014,April,04/01/2014,90920000,State Government,N,200
County,San Benito County,2014,May,05/01/2014,80000000,Other Services,N,400
County,San Benito County,2014,May,05/01/2014,32000000,Nondurable Goods,N,2000
County,San Benito County,2014,May,05/01/2014,65620000,Health Care and Social Assistance,N,1200
County,San Benito County,2014,May,05/01/2014,42000000,Retail Trade,N,2500
County,San Benito County,2014,May,05/01/2014,60560000,Administrative and Support and Waste Ser,N,700
County,San Benito County,2014,May,05/01/2014,65000000,Educational and Health Services,N,1300
County,San Benito County,2014,May,05/01/2014,70000000,Leisure and Hospitality,N,1200
County,San Benito County,2014,May,05/01/2014,6000000,Goods Producing,N,3900
County,San Benito County,2014,May,05/01/2014,50000000,Information,N,100
County,San Benito County,2014,May,05/01/2014,55000000,Financial Activities,N,400
County,San Benito County,2014,May,05/01/2014,90910000,Federal Government,N,100
County,San Benito County,2014,May,05/01/2014,90930000,Local Government,N,2600
County,San Benito County,2014,May,05/01/2014,7000000,Service Providing,N,10700
County,San Benito County,2014,May,05/01/2014,11000000,Total Farm,N,2000
County,San Benito County,2014,May,05/01/2014,20000000,Construction,N,900
County,San Benito County,2014,May,05/01/2014,60000000,Professional and Business Services,N,1100
County,San Benito County,2014,May,05/01/2014,1000000,Total Wage and Salary,N,16600
County,San Benito County,2014,May,05/01/2014,40000000,"Trade, Transportation and Utilities",N,3300
County,San Benito County,2014,May,05/01/2014,31000000,Durable Goods,N,1000
County,San Benito County,2014,May,05/01/2014,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2014,May,05/01/2014,60540000,"Professional, Scientific and Technical S",N,400
County,San Benito County,2014,May,05/01/2014,90000000,Government,N,2900
County,San Benito County,2014,May,05/01/2014,65610000,Educational Services,N,100
County,San Benito County,2014,May,05/01/2014,55520000,Finance and Insurance,N,200
County,San Benito County,2014,May,05/01/2014,10000000,Mining and Logging,N,0
County,San Benito County,2014,May,05/01/2014,30000000,Manufacturing,N,3000
County,San Benito County,2014,May,05/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2014,May,05/01/2014,0,Total Nonfarm,N,14600
County,San Benito County,2014,May,05/01/2014,41000000,Wholesale Trade,N,300
County,San Benito County,2014,May,05/01/2014,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2014,May,05/01/2014,90920000,State Government,N,200
County,San Benito County,2014,June,06/01/2014,80000000,Other Services,N,400
County,San Benito County,2014,June,06/01/2014,32000000,Nondurable Goods,N,1800
County,San Benito County,2014,June,06/01/2014,65620000,Health Care and Social Assistance,N,1200
County,San Benito County,2014,June,06/01/2014,6000000,Goods Producing,N,3700
County,San Benito County,2014,June,06/01/2014,60560000,Administrative and Support and Waste Ser,N,800
County,San Benito County,2014,June,06/01/2014,42000000,Retail Trade,N,2600
County,San Benito County,2014,June,06/01/2014,65000000,Educational and Health Services,N,1300
County,San Benito County,2014,June,06/01/2014,70000000,Leisure and Hospitality,N,1300
County,San Benito County,2014,June,06/01/2014,50000000,Information,N,100
County,San Benito County,2014,June,06/01/2014,55000000,Financial Activities,N,400
County,San Benito County,2014,June,06/01/2014,90910000,Federal Government,N,100
County,San Benito County,2014,June,06/01/2014,90930000,Local Government,N,2600
County,San Benito County,2014,June,06/01/2014,7000000,Service Providing,N,11000
County,San Benito County,2014,June,06/01/2014,11000000,Total Farm,N,2000
County,San Benito County,2014,June,06/01/2014,20000000,Construction,N,900
County,San Benito County,2014,June,06/01/2014,60000000,Professional and Business Services,N,1300
County,San Benito County,2014,June,06/01/2014,1000000,Total Wage and Salary,N,16700
County,San Benito County,2014,June,06/01/2014,40000000,"Trade, Transportation and Utilities",N,3300
County,San Benito County,2014,June,06/01/2014,31000000,Durable Goods,N,1000
County,San Benito County,2014,June,06/01/2014,60540000,"Professional, Scientific and Technical S",N,500
County,San Benito County,2014,June,06/01/2014,90000000,Government,N,2900
County,San Benito County,2014,June,06/01/2014,65610000,Educational Services,N,100
County,San Benito County,2014,June,06/01/2014,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2014,June,06/01/2014,10000000,Mining and Logging,N,0
County,San Benito County,2014,June,06/01/2014,55520000,Finance and Insurance,N,200
County,San Benito County,2014,June,06/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,400
County,San Benito County,2014,June,06/01/2014,30000000,Manufacturing,N,2800
County,San Benito County,2014,June,06/01/2014,0,Total Nonfarm,N,14700
County,San Benito County,2014,June,06/01/2014,41000000,Wholesale Trade,N,300
County,San Benito County,2014,June,06/01/2014,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2014,June,06/01/2014,90920000,State Government,N,200
County,San Benito County,2014,July,07/01/2014,80000000,Other Services,N,400
County,San Benito County,2014,July,07/01/2014,32000000,Nondurable Goods,N,2300
County,San Benito County,2014,July,07/01/2014,65620000,Health Care and Social Assistance,N,1200
County,San Benito County,2014,July,07/01/2014,42000000,Retail Trade,N,2600
County,San Benito County,2014,July,07/01/2014,60560000,Administrative and Support and Waste Ser,N,700
County,San Benito County,2014,July,07/01/2014,6000000,Goods Producing,N,4200
County,San Benito County,2014,July,07/01/2014,50000000,Information,N,100
County,San Benito County,2014,July,07/01/2014,65000000,Educational and Health Services,N,1300
County,San Benito County,2014,July,07/01/2014,70000000,Leisure and Hospitality,N,1300
County,San Benito County,2014,July,07/01/2014,55000000,Financial Activities,N,400
County,San Benito County,2014,July,07/01/2014,90910000,Federal Government,N,100
County,San Benito County,2014,July,07/01/2014,90930000,Local Government,N,2200
County,San Benito County,2014,July,07/01/2014,7000000,Service Providing,N,10700
County,San Benito County,2014,July,07/01/2014,11000000,Total Farm,N,2200
County,San Benito County,2014,July,07/01/2014,20000000,Construction,N,900
County,San Benito County,2014,July,07/01/2014,60000000,Professional and Business Services,N,1300
County,San Benito County,2014,July,07/01/2014,1000000,Total Wage and Salary,N,17100
County,San Benito County,2014,July,07/01/2014,40000000,"Trade, Transportation and Utilities",N,3400
County,San Benito County,2014,July,07/01/2014,31000000,Durable Goods,N,1000
County,San Benito County,2014,July,07/01/2014,60540000,"Professional, Scientific and Technical S",N,600
County,San Benito County,2014,July,07/01/2014,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2014,July,07/01/2014,90000000,Government,N,2500
County,San Benito County,2014,July,07/01/2014,65610000,Educational Services,N,100
County,San Benito County,2014,July,07/01/2014,55520000,Finance and Insurance,N,200
County,San Benito County,2014,July,07/01/2014,10000000,Mining and Logging,N,0
County,San Benito County,2014,July,07/01/2014,0,Total Nonfarm,N,14900
County,San Benito County,2014,July,07/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2014,July,07/01/2014,30000000,Manufacturing,N,3300
County,San Benito County,2014,July,07/01/2014,41000000,Wholesale Trade,N,300
County,San Benito County,2014,July,07/01/2014,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2014,July,07/01/2014,90920000,State Government,N,200
County,San Benito County,2014,August,08/01/2014,80000000,Other Services,N,300
County,San Benito County,2014,August,08/01/2014,32000000,Nondurable Goods,N,3600
County,San Benito County,2014,August,08/01/2014,65620000,Health Care and Social Assistance,N,1200
County,San Benito County,2014,August,08/01/2014,60560000,Administrative and Support and Waste Ser,N,800
County,San Benito County,2014,August,08/01/2014,42000000,Retail Trade,N,2600
County,San Benito County,2014,August,08/01/2014,6000000,Goods Producing,N,5500
County,San Benito County,2014,August,08/01/2014,50000000,Information,N,100
County,San Benito County,2014,August,08/01/2014,65000000,Educational and Health Services,N,1300
County,San Benito County,2014,August,08/01/2014,70000000,Leisure and Hospitality,N,1300
County,San Benito County,2014,August,08/01/2014,55000000,Financial Activities,N,400
County,San Benito County,2014,August,08/01/2014,90910000,Federal Government,N,100
County,San Benito County,2014,August,08/01/2014,90930000,Local Government,N,2200
County,San Benito County,2014,August,08/01/2014,7000000,Service Providing,N,10600
County,San Benito County,2014,August,08/01/2014,11000000,Total Farm,N,2200
County,San Benito County,2014,August,08/01/2014,20000000,Construction,N,900
County,San Benito County,2014,August,08/01/2014,60000000,Professional and Business Services,N,1300
County,San Benito County,2014,August,08/01/2014,1000000,Total Wage and Salary,N,18300
County,San Benito County,2014,August,08/01/2014,40000000,"Trade, Transportation and Utilities",N,3400
County,San Benito County,2014,August,08/01/2014,31000000,Durable Goods,N,1000
County,San Benito County,2014,August,08/01/2014,60540000,"Professional, Scientific and Technical S",N,500
County,San Benito County,2014,August,08/01/2014,55530000,Real Estate and Rental and Leasing,N,200
County,San Benito County,2014,August,08/01/2014,90000000,Government,N,2500
County,San Benito County,2014,August,08/01/2014,65610000,Educational Services,N,100
County,San Benito County,2014,August,08/01/2014,10000000,Mining and Logging,N,0
County,San Benito County,2014,August,08/01/2014,55520000,Finance and Insurance,N,200
County,San Benito County,2014,August,08/01/2014,0,Total Nonfarm,N,16100
County,San Benito County,2014,August,08/01/2014,43000000,"Transportation, Warehousing and Utilitie",N,500
County,San Benito County,2014,August,08/01/2014,30000000,Manufacturing,N,4600
County,San Benito County,2014,August,08/01/2014,41000000,Wholesale Trade,N,300
County,San Benito County,2014,August,08/01/2014,60550000,Management of Companies and Enterprises,N,0
County,San Benito County,2014,August,08/01/2014,90920000,State Government,N,200
County,San Benito County,2014,October,10/01/2014,11000000,Total Farm,N,2000
County,San Benito County,2014,September,09/01/2014,80000000,Other Services,N,300
County,San Benito County,2014,September,09/01/2014,32000000,Nondurable Goods,N,3600
County,San Benito County,2014,September,09/01/2014,65620000,Health Care and Social Assistance,N,1200
County,San Benito County,2014,September,09/01/2014,42000000,Retail Trade,N,2600
County,San Benito County,2014,September,09/01/2014,60560000,Administrative and Support and Waste Ser,N,700
County,San Benito County,2014,September,09/01/2014,6000000,Goods Producing,N,5500
